Player,Role,Amount,Team,Year,Player Origin,year,first_initial,surname,name,runs,balls_faced,wickets,balls_bowled,runs_conceded,economy,initials,performance,expected_performance,value_residual,z
Kuldeep Yadav,Bowler,20000000,Delhi Capitals,2022.0,Indian,2022,K,yadav,Kuldeep Yadav,48.0,54.0,21.0,306.0,419.0,8.215686274509803,Kuldeep,1.55205409871099,0.24437517752943094,1.3076789211815592,1.0835679449997866
Kuldip Yadav,Bowler,2000000,Rajasthan Royals,2022.0,Indian,2022,K,yadav,Kuldeep Yadav,48.0,54.0,21.0,306.0,419.0,8.215686274509803,Kuldeep,1.55205409871099,-0.5244961712301279,2.076550269941118,1.720669555991448
Lalit Yadav,All-Rounder,6500000,Delhi Capitals,2022.0,Indian,2022,L,yadav,Lalit Yadav,161.0,152.0,4.0,110.0,150.0,8.181818181818182,Lalit,0.029387378517409135,-0.13092372106672467,0.1603110995841338,0.13283686532171202
Sanjay Yadav,All-Rounder,5000000,Mumbai Indians,2022.0,Indian,2022,S,yadav,SA Yadav,303.0,210.0,0.0,0.0,0.0,,SA,1.6093311623549844,-0.21853150003706734,1.8278626623920518,1.5146022136996764
Umesh Yadav,Bowler,20000000,Kolkata Knight Riders,2022.0,Indian,2022,U,yadav,UT Yadav,55.0,41.0,16.0,297.0,339.0,6.848484848484849,UT,1.7138884936078491,0.24437517752943094,1.4695133160784182,1.2176670421621294
Jaydev Unadkat,Bowler,39375000,Royal Challengers Bangalore,2013.0,Indian,2013,J,unadkat,JD Unadkat,2.0,2.0,13.0,299.0,370.0,7.424749163879598,JD,0.4670374430448677,0.470569878749326,-0.00353243570445827,-0.0029270442729663073
Jaydev Unadkat,Bowler,28000000,Delhi Daredevils,2014.0,Indian,2014,J,unadkat,JD Unadkat,1.0,6.0,9.0,189.0,270.0,8.571428571428571,JD,-0.5983519853136136,0.3567288374129438,-0.9550808227265574,-0.7913983682289812
Jaydev Unadkat,Bowler,3000000,Rising Pune Supergiant,2017.0,Indian,2017,J,unadkat,JD Unadkat,2.0,5.0,24.0,279.0,322.0,6.924731182795699,JD,2.7707514744177826,-0.3891046473752171,3.1598561217929997,2.6183176534592594
Jaydev Unadkat,Bowler,115000000,Rajasthan Royals,2018.0,Indian,2018,J,unadkat,JD Unadkat,49.0,38.0,11.0,310.0,486.0,9.406451612903226,JD,-0.32327472991123773,0.8284620178852142,-1.151736747796452,-0.9543512560888537
Jaydev Unadkat,Bowler,84000000,Rajasthan Royals,2019.0,Indian,2019,J,unadkat,JD Unadkat,1.0,3.0,10.0,236.0,398.0,10.118644067796609,JD,-1.043495219008518,0.7235737000511024,-1.7670689190596205,-1.464227346853886
Jaydev Unadkat,Bowler,30000000,Rajasthan Royals,2020.0,Indian,2020,J,unadkat,JD Unadkat,9.0,13.0,4.0,144.0,228.0,9.5,JD,-1.3090656662840148,0.3797667013843409,-1.6888323676683556,-1.3993990332352
Jaydev Unadkat,Bowler,13000000,Mumbai Indians,2022.0,Indian,2022,J,unadkat,JD Unadkat,59.0,37.0,6.0,123.0,190.0,9.268292682926829,JD,-0.696702119708373,0.10052961771652491,-0.797231737424898,-0.6606015753695605
Jean-Paul Duminy,Batsman,22000000,Delhi Daredevils,2014.0,Overseas,2014,J,duminy,JP Duminy,410.0,311.0,3.0,204.0,240.0,7.0588235294117645,JP,1.8861288918396029,0.2762008271958152,1.6099280646437877,1.3340174077497036
Jean-Paul Duminy,All-Rounder,10000000,Mumbai Indians,2018.0,Overseas,2018,J,duminy,JP Duminy,36.0,46.0,0.0,18.0,36.0,12.0,JP,-0.3994356474460615,0.012921838746182246,-0.41235748619224377,-0.34168735664476646
Jhye Richardson,Bowler,140000000,Punjab Kings,2021.0,Overseas,2021,J,richardson,JA Richardson,15.0,25.0,3.0,69.0,117.0,10.173913043478262,JA,-1.4310529677461306,0.8941468473892522,-2.3251998151353828,-1.9267053590828036
Jofra Archer,All-Rounder,72000000,Rajasthan Royals,2018.0,Overseas,2018,J,archer,JC Archer,15.0,21.0,15.0,249.0,325.0,7.831325301204819,JC,0.6776424385771357,0.6721002316126912,0.005542206964444518,0.004592379454890166
Johan Botha,All-Rounder,33750000,Delhi Daredevils,2013.0,Overseas,2013,J,botha,J Botha,43.0,52.0,5.0,102.0,109.0,6.411764705882353,J,-0.39014331158385945,0.41909641031091294,-0.8092397218947724,-0.6705516226211097
John Hastings,Bowler,13000000,Kolkata Knight Riders,2016.0,Overseas,2016,J,hastings,JW Hastings,0.0,0.0,2.0,42.0,37.0,5.285714285714286,JW,-1.2500533809456136,0.10052961771652491,-1.3505829986621385,-1.1191190900971903
Jonny Bairstow,Wicket Keeper,22000000,Sunrisers Hyderabad,2019.0,Overseas,2019,J,bairstow,JM Bairstow,445.0,292.0,0.0,0.0,0.0,,JM,2.677664072436439,0.2762008271958152,2.401463245240624,1.9898987063940115
Jonny Bairstow,Wicket Keeper,67500000,Punjab Kings,2022.0,Overseas,2022,J,bairstow,JM Bairstow,253.0,180.0,0.0,0.0,0.0,,JM,1.233157602467148,0.6505497490941625,0.5826078533729855,0.48276009056542224
Jos Buttler,Wicket Keeper,38000000,Mumbai Indians,2016.0,Overseas,2016,J,buttler,JC Buttler,255.0,189.0,0.0,0.0,0.0,,JC,1.2482045448626615,0.45870083466561606,0.7895037101970455,0.6541979831371345
Jos Buttler,Wicket Keeper,44000000,Rajasthan Royals,2018.0,Overseas,2018,J,buttler,JC Buttler,548.0,365.0,0.0,0.0,0.0,,JC,3.452581605805382,0.5076541659790648,2.9449274398263174,2.4402236072313657
Josh Hazlewood,Bowler,20000000,Chennai Super Kings,2020.0,Overseas,2020,J,hazlewood,JR Hazlewood,0.0,0.0,1.0,61.0,64.0,6.2950819672131155,JR,-1.5355275538539894,0.24437517752943094,-1.7799027313834204,-1.4748616909738077
Josh Hazlewood,Bowler,77500000,Royal Challengers Bangalore,2022.0,Overseas,2022,J,hazlewood,JR Hazlewood,18.0,27.0,20.0,289.0,377.0,7.826989619377163,JR,1.4738103980868356,0.6966804382063803,0.7771299598804553,0.6439448552589445
Joshua Philippe,Wicket Keeper,2000000,Royal Challengers Bangalore,2020.0,Overseas,2020,J,philippe,JR Philippe,78.0,80.0,0.0,0.0,0.0,,JR,-0.08344985714027905,-0.5244961712301279,0.44104631408984885,0.36545947209752094
Krishnappa Gowtham,All-Rounder,9000000,Lucknow Super Giants,2022.0,Indian,2022,K,gowtham,K Gowtham,0.0,2.0,5.0,72.0,99.0,8.25,K,-1.0533679081163057,-0.022259784737057586,-1.031108123379248,-0.8543960541270467
K.C. Cariappa,Bowler,8000000,Kings XI Punjab,2016.0,Indian,2016,K,cariappa,KC Cariappa,13.0,11.0,3.0,105.0,159.0,9.085714285714285,KC,-1.3254370744029988,-0.06158949366362876,-1.26384758073937,-1.0472484519497525
Kagiso Rabada,Bowler,50000000,Delhi Daredevils,2017.0,Overseas,2017,K,rabada,K Rabada,55.0,68.0,6.0,137.0,188.0,8.233576642335766,K,-0.49733099040854517,0.5503398487224915,-1.0476708391310368,-0.868120239460374
Kagiso Rabada,Bowler,92500000,Punjab Kings,2022.0,Overseas,2022,K,rabada,K Rabada,48.0,47.0,23.0,303.0,406.0,8.03960396039604,K,1.9814865719619466,0.7557605358901398,1.2257260360718067,1.0156602056711286
Kane Richardson,Bowler,52500000,Pune Warriors India,2013.0,Overseas,2013,K,richardson,KW Richardson,34.0,36.0,2.0,73.0,101.0,8.301369863013699,KW,-1.217178823404721,0.5666316936776639,-1.7838105170823848,-1.478099757482902
Kane Richardson,Bowler,10000000,Rajasthan Royals,2014.0,Overseas,2014,K,richardson,KW Richardson,1.0,2.0,9.0,167.0,206.0,7.401197604790419,KW,-0.2090755248426997,0.012921838746182246,-0.22199736358888195,-0.18395129198995222
Kane Richardson,Bowler,20000000,Royal Challengers Bangalore,2016.0,Overseas,2016,K,richardson,KW Richardson,1.0,1.0,7.0,86.0,136.0,9.488372093023255,KW,-1.0890372666783172,0.24437517752943094,-1.3334124442077482,-1.104891237905584
Kane Williamson,Batsman,30000000,Sunrisers Hyderabad,2018.0,Overseas,2018,K,williamson,KS Williamson,735.0,522.0,0.0,0.0,0.0,,KS,4.8594707197858895,0.3797667013843409,4.479704018401549,3.7119690459189627
Karn Sharma,All-Rounder,32000000,Mumbai Indians,2017.0,Indian,2017,K,sharma,KV Sharma,49.0,42.0,13.0,189.0,214.0,6.7936507936507935,KV,1.1238791719669101,0.4013171839028704,0.7225619880640397,0.59872878262355
Kartik Tyagi,Bowler,13000000,Rajasthan Royals,2020.0,Indian,2020,K,tyagi,Kartik Tyagi,4.0,6.0,9.0,241.0,367.0,9.136929460580914,Kartik,-0.7638950217983119,0.10052961771652491,-0.8644246395148368,-0.7162789084341487
Kartik Tyagi,Bowler,40000000,Sunrisers Hyderabad,2022.0,Indian,2022,K,tyagi,Kartik Tyagi,7.0,6.0,1.0,54.0,79.0,8.777777777777779,Kartik,-1.5746262459595117,0.4758285163126805,-2.0504547622721923,-1.6990463156374658
Karun Nair,Batsman,7500000,Rajasthan Royals,2014.0,Indian,2014,K,nair,KK Nair,330.0,237.0,0.0,0.0,0.0,,KK,1.812464884694416,-0.0831399761821574,1.8956048608765734,1.57073470433837
Karun Nair,Batsman,40000000,Delhi Daredevils,2016.0,Indian,2016,K,nair,KK Nair,357.0,304.0,0.0,0.0,0.0,,KK,2.0155986070338474,0.4758285163126805,1.5397700907211669,1.2758831590459059
Karun Nair,Batsman,56000000,Kings XI Punjab,2018.0,Indian,2018,K,nair,KK Nair,301.0,225.0,0.0,0.0,0.0,,KK,1.594284219959471,0.5881821761961925,1.0061020437632784,0.8336755348443058
Kedar Jadhav,Batsman,20000000,Delhi Daredevils,2014.0,Indian,2014,K,jadhav,KM Jadhav,149.0,104.0,0.0,0.0,0.0,,KM,0.4507165979004485,0.24437517752943094,0.20634142037101755,0.17097847584615022
Kedar Jadhav,All-Rounder,20000000,Sunrisers Hyderabad,2021.0,Indian,2021,K,jadhav,KM Jadhav,55.0,55.0,0.0,0.0,0.0,,KM,-0.25648969468868377,0.24437517752943094,-0.5008648722181147,-0.41502628169733324
Keemo Paul,All-Rounder,5000000,Delhi Capitals,2019.0,Overseas,2019,K,paul,KMA Paul,18.0,26.0,9.0,180.0,237.0,7.9,KMA,-0.2471027601684011,-0.21853150003706734,-0.028571260131333764,-0.02367469653681511
Kevin Pietersen,Batsman,90000000,Delhi Daredevils,2014.0,Overseas,2014,K,pietersen,KP Pietersen,294.0,239.0,0.0,0.0,0.0,,KP,1.5416199215751738,0.7466115640225013,0.7950083575526725,0.6587592399766161
Kevin Pietersen,Batsman,35000000,Rising Pune Supergiant,2016.0,Overseas,2016,K,pietersen,KP Pietersen,73.0,61.0,0.0,0.0,0.0,,KP,-0.12106721312906268,0.4312401698227539,-0.5523073829518166,-0.4576525370712299
Kevon Cooper,All-Rounder,3000000,Rajasthan Royals,2014.0,Overseas,2014,K,cooper,KK Cooper,39.0,28.0,4.0,110.0,134.0,7.3090909090909095,KK,-0.7594485173794596,-0.3891046473752171,-0.3703438700042425,-0.30687406492809005
Kieron Pollard,All-Rounder,54000000,Mumbai Indians,2018.0,Overseas,2018,K,pollard,KA Pollard,133.0,104.0,0.0,0.0,0.0,,KA,0.3303410587363409,0.5760384166843524,-0.2456973579480115,-0.2035895638686675
KL Rahul,Batsman,10000000,Sunrisers Hyderabad,2014.0,Indian,2014,K,rahul,KL Rahul,166.0,166.0,0.0,0.0,0.0,,KL,0.5786156082623128,0.012921838746182246,0.5656937695161306,0.4687447548515405
KL Rahul,Batsman,110000000,Kings XI Punjab,2018.0,Indian,2018,K,rahul,KL Rahul,659.0,426.0,0.0,0.0,0.0,,KL,4.2876869087563785,0.8136188371721245,3.474068071584254,2.878679727982914
Kona Srikar Bharat,Wicket Keeper,2000000,Royal Challengers Bangalore,2021.0,Indian,2021,K,bharat,KS Bharat,191.0,161.0,0.0,0.0,0.0,,KS,0.766702388206231,-0.5244961712301279,1.291198559436359,1.0699119997827724
Krishnappa Gowtham,Bowler,62000000,Rajasthan Royals,2018.0,Indian,2018,K,gowtham,K Gowtham,126.0,67.0,11.0,244.0,312.0,7.672131147540984,K,0.9611575010162573,0.6221691057965701,0.33898839521968716,0.280892314494969
Krismar Santokie,Bowler,3000000,Mumbai Indians,2014.0,Overseas,2014,K,santokie,K Santokie,0.0,0.0,3.0,51.0,90.0,10.588235294117647,K,-1.5898463651939556,-0.3891046473752171,-1.2007417178187385,-0.9949577182728937
Krunal Pandya,All-Rounder,20000000,Mumbai Indians,2016.0,Indian,2016,K,pandya,KH Pandya,237.0,127.0,6.0,194.0,236.0,7.298969072164948,KH,1.079205109533614,0.24437517752943094,0.834829932004183,0.6917561636833096
Krunal Pandya,All-Rounder,88000000,Mumbai Indians,2018.0,Indian,2018,K,pandya,KH Pandya,228.0,164.0,12.0,246.0,284.0,6.926829268292683,KH,2.219079534539066,0.7391075047623143,1.4799720297767518,1.2263333338074858
Krunal Pandya,All-Rounder,82500000,Lucknow Super Giants,2022.0,Indian,2022,K,pandya,KH Pandya,183.0,150.0,10.0,232.0,265.0,6.853448275862069,KH,1.5326264846257236,0.7175570222437857,0.8150694623819379,0.6753822578919246
Kuldeep Sen,Bowler,2000000,Rajasthan Royals,2022.0,Indian,2022,K,sen,KR Sen,0.0,3.0,8.0,157.0,237.0,9.05732484076433,KR,-0.8762727893113762,-0.5244961712301279,-0.35177661808124827,-0.2914888823082512
Kulwant Khejroliya,Bowler,8500000,Royal Challengers Bangalore,2018.0,Indian,2018,K,khejroliya,K Khejroliya,0.0,0.0,2.0,70.0,107.0,9.171428571428573,K,-1.537293373480227,-0.04134592703676887,-1.4959474464434581,-1.2395708718052816
Sean Abbott,Bowler,10000000,Royal Challengers Bangalore,2015.0,Overseas,2015,S,abbott,SA Abbott,15.0,13.0,0.0,32.0,57.0,10.6875,SA,-0.5574285425989528,0.012921838746182246,-0.570350381345135,-0.47260331311724685
Kyle Abbott,Bowler,21000000,Kings XI Punjab,2016.0,Overseas,2016,K,abbott,KJ Abbott,13.0,8.0,2.0,102.0,177.0,10.411764705882353,KJ,-1.5311764462184487,0.2606670224846033,-1.791843468703052,-1.4847560159412276
Kyle Jamieson,All-Rounder,150000000,Royal Challengers Bangalore,2021.0,Overseas,2021,K,jamieson,KA Jamieson,65.0,55.0,9.0,179.0,269.0,9.016759776536313,KA,-0.2649889227367128,0.917184711360651,-1.1821736340973639,-0.9795718464088932
Lakshmipathy Balaji,Bowler,18000000,Kings XI Punjab,2014.0,Indian,2014,L,balaji,L Balaji,1.0,3.0,12.0,211.0,299.0,8.502369668246446,L,-0.1875515499351456,0.209193554046192,-0.3967451039813376,-0.3287506359904813
Sanjay Yadav,All-Rounder,2000000,Sunrisers Hyderabad,2020.0,Indian,2020,S,yadav,SA Yadav,480.0,340.0,0.0,0.0,0.0,,SA,2.940985564357925,-0.5244961712301279,3.4654817355880527,2.871564924570716
Laxmi Ratan Shukla,All-Rounder,15000000,Delhi Daredevils,2014.0,Indian,2014,L,shukla,LR Shukla,31.0,38.0,1.0,58.0,83.0,8.586206896551724,LR,-1.3869822804219432,0.14831336260109218,-1.5352956430230353,-1.2721755454882187
Rahul Shukla,Bowler,4000000,Delhi Daredevils,2014.0,Indian,2014,R,shukla,R Shukla,18.0,21.0,2.0,58.0,98.0,10.13793103448276,R,-1.4733167419907012,-0.29304283244687834,-1.1802739095438228,-0.977997698047852
Liam Livingstone,All-Rounder,5000000,Rajasthan Royals,2019.0,Overseas,2019,L,livingstone,LS Livingstone,70.0,48.0,0.0,6.0,13.0,13.0,LS,-0.14363762672233285,-0.21853150003706734,0.07489387331473449,0.062058506171680024
Liam Livingstone,All-Rounder,7500000,Rajasthan Royals,2021.0,Overseas,2021,L,livingstone,LS Livingstone,42.0,43.0,0.0,0.0,0.0,,LS,-0.3542948202595212,-0.0831399761821574,-0.2711548440773638,-0.2246841272842178
Liam Livingstone,All-Rounder,115000000,Punjab Kings,2022.0,Overseas,2022,L,livingstone,LS Livingstone,437.0,261.0,6.0,144.0,202.0,8.416666666666666,LS,2.3360318335440327,0.8284620178852142,1.5075698156588184,1.249201390828513
Lockie Ferguson,Bowler,5000000,Rising Pune Supergiant,2017.0,Overseas,2017,L,ferguson,LH Ferguson,1.0,1.0,3.0,87.0,93.0,6.413793103448276,LH,-1.1194478642652257,-0.21853150003706734,-0.9009163642281584,-0.7465166545021086
Lockie Ferguson,Bowler,16000000,Kolkata Knight Riders,2019.0,Overseas,2019,L,ferguson,LH Ferguson,0.0,0.0,2.0,107.0,183.0,10.261682242990656,LH,-1.61788716742737,0.16986384511961994,-1.78775101254699,-1.4813649279339216
Lockie Ferguson,Bowler,100000000,Gujarat Titans,2022.0,Overseas,2022,L,ferguson,LH Ferguson,5.0,4.0,12.0,298.0,427.0,8.597315436241612,LH,-0.19956918393034018,0.7817931875057411,-0.9813623714360813,-0.8131757657730659
Luke Pomersbach,Batsman,22500000,Kings XI Punjab,2013.0,Overseas,2013,L,pomersbach,LA Pomersbach,58.0,60.0,0.0,0.0,0.0,,LA,-0.23391928109541357,0.2837048864560021,-0.5176241675514157,-0.428913356658778
Lungisani Ngidi,Bowler,5000000,Chennai Super Kings,2018.0,Overseas,2018,L,ngidi,L Ngidi,0.0,0.0,11.0,163.0,156.0,5.742331288343558,L,0.7978013926078409,-0.21853150003706734,1.0163328926449082,0.8421530133129916
M. Ashwin,Bowler,45000000,Rising Pune Supergiant,2016.0,Indian,2016,M,ashwin,M Ashwin,0.0,1.0,7.0,176.0,241.0,8.215909090909092,M,-0.7673399493068761,0.5151582252392526,-1.2824981745461286,-1.0627026932599626
M. Ashwin,Bowler,22000000,Royal Challengers Bangalore,2018.0,Indian,2018,M,ashwin,M Ashwin,1.0,2.0,3.0,45.0,53.0,7.066666666666666,M,-1.191840499300572,0.2762008271958152,-1.4680413264963872,-1.2164473232382957
Ravichandran Ashwin,All-Rounder,76000000,Kings XI Punjab,2018.0,Overseas,2018,R,ashwin,R Ashwin,102.0,76.0,10.0,314.0,410.0,7.834394904458598,R,0.5606573551213173,0.6901541734488665,-0.12949681832754922,-0.10730355827132794
M. Ashwin,Bowler,2000000,Kings XI Punjab,2019.0,Indian,2019,M,ashwin,M Ashwin,3.0,5.0,5.0,211.0,255.0,7.251184834123223,M,-0.8462113157060016,-0.5244961712301279,-0.3217151444758737,-0.2665793661796215
Washington Sundar,All-Rounder,32000000,Royal Challengers Bangalore,2018.0,Indian,2018,W,sundar,Washington Sundar,65.0,40.0,4.0,122.0,192.0,9.442622950819672,Washington,-0.8792684202208507,0.4013171839028704,-1.2805856041237211,-1.061117900564518
Maheesh Theekshana,Bowler,7000000,Chennai Super Kings,2022.0,Overseas,2022,M,theekshana,M Theekshana,7.0,7.0,12.0,212.0,261.0,7.386792452830188,M,0.3523838516327894,-0.10617784015355625,0.45856169178634565,0.3799730514701543
Mahipal Lomror,All-Rounder,9500000,Royal Challengers Bangalore,2022.0,Indian,2022,M,lomror,MK Lomror,86.0,60.0,0.0,12.0,18.0,9.0,MK,-0.023262087558225245,-0.004205842900882217,-0.019056244657343027,-0.015790371419394454
Manan Vohra,Batsman,11000000,Royal Challengers Bangalore,2018.0,Indian,2018,M,vohra,M Vohra,55.0,50.0,0.0,0.0,0.0,,M,-0.25648969468868377,0.04474748841256648,-0.30123718310125025,-0.24961093290057434
Manish Pandey,Batsman,110000000,Sunrisers Hyderabad,2018.0,Indian,2018,M,pandey,MK Pandey,284.0,257.0,0.0,0.0,0.0,,MK,1.4663852095976064,0.8136188371721245,0.652766372425482,0.5408947909743363
Manish Pandey,Batsman,46000000,Lucknow Super Giants,2022.0,Indian,2022,M,pandey,MK Pandey,88.0,84.0,0.0,0.0,0.0,,MK,-0.008215145162711792,0.5224973466921545,-0.5307124918548664,-0.43975859430791475
Manoj Tiwary,Batsman,28000000,Delhi Daredevils,2014.0,Indian,2014,M,tiwary,MK Tiwary,152.0,123.0,0.0,12.0,28.0,14.0,MK,0.47328701149371866,0.3567288374129438,0.11655817408077485,0.09658234840056554
Manoj Tiwary,Batsman,5000000,Rising Pune Supergiant,2017.0,Indian,2017,M,tiwary,MK Tiwary,324.0,242.0,0.0,0.0,0.0,,MK,1.7673240575078755,-0.21853150003706734,1.9858555575449428,1.6455181701721566
Saurabh Tiwary,Batsman,3000000,Mumbai Indians,2017.0,Indian,2017,S,tiwary,SS Tiwary,52.0,46.0,0.0,0.0,0.0,,SS,-0.27906010828195393,-0.3891046473752171,0.11004453909326317,0.0911850249723348
Manoj Tiwary,Batsman,10000000,Kings XI Punjab,2018.0,Indian,2018,M,tiwary,MK Tiwary,47.0,45.0,0.0,7.0,10.0,8.571428571428571,MK,-0.31667746427073756,0.012921838746182246,-0.3295993030169198,-0.2731123318258482
Manpreet Gony,Bowler,37500000,Kings XI Punjab,2013.0,Indian,2013,M,gony,MS Gony,45.0,27.0,7.0,175.0,256.0,8.777142857142858,MS,-0.5739901858183903,0.45427803379415277,-1.028268219612543,-0.8520428551585221
Marco Jansen,All-Rounder,2000000,Mumbai Indians,2021.0,Overseas,2021,M,jansen,M Jansen,0.0,4.0,2.0,40.0,45.0,6.75,M,-1.3582963928382528,-0.5244961712301279,-0.8338002216081248,-0.6909029258129656
Marco Jansen,All-Rounder,42000000,Sunrisers Hyderabad,2022.0,Overseas,2022,M,jansen,M Jansen,9.0,7.0,7.0,201.0,274.0,8.17910447761194,M,-0.6901063540125997,0.49212036126785375,-1.1822267152804535,-0.9796158304997483
Marcus Stoinis,All-Rounder,5500000,Kings XI Punjab,2016.0,Overseas,2016,M,stoinis,MP Stoinis,146.0,111.0,8.0,140.0,194.0,8.314285714285715,MP,0.4418619279138267,-0.186705850370684,0.6285677782845107,0.520843369711444
Marcus Stoinis,All-Rounder,62000000,Kings XI Punjab,2018.0,Overseas,2018,M,stoinis,MP Stoinis,99.0,78.0,3.0,66.0,120.0,10.909090909090908,MP,-0.880600177157249,0.6221691057965701,-1.5027692829538193,-1.2452235769524882
Marcus Stoinis,All-Rounder,48000000,Delhi Capitals,2020.0,Overseas,2020,M,stoinis,MP Stoinis,352.0,250.0,13.0,184.0,283.0,9.228260869565217,MP,2.2336769452040697,0.5367087077577803,1.6969682374462893,1.4061405716612356
Martin Guptill,Batsman,5000000,Kings XI Punjab,2017.0,Overseas,2017,M,guptill,MJ Guptill,132.0,88.0,0.0,0.0,0.0,,MJ,0.32281758753858414,-0.21853150003706734,0.5413490875756515,0.44857228242376485
Martin Guptill,Batsman,10000000,Sunrisers Hyderabad,2019.0,Overseas,2019,M,guptill,MJ Guptill,82.0,54.0,0.0,0.0,0.0,,MJ,-0.05335597234925215,0.012921838746182246,-0.0662778110954344,-0.05491907103838095
Matt Henry,Bowler,5000000,Kings XI Punjab,2017.0,Overseas,2017,M,henry,MJ Henry,0.0,0.0,1.0,31.0,71.0,13.741935483870966,MJ,-1.7463871915752762,-0.21853150003706734,-1.5278556915382089,-1.2660106583659063
Matthew Wade,Wicket Keeper,24000000,Gujarat Titans,2022.0,Overseas,2022,M,wade,MS Wade,157.0,145.0,0.0,0.0,0.0,,MS,0.5109043674825023,0.30525536897453076,0.20564899850797158,0.170404721751731
Mayank Agarwal,Batsman,16000000,Delhi Daredevils,2014.0,Indian,2014,M,agarwal,MA Agarwal,115.0,93.0,0.0,0.0,0.0,,MA,0.19491857717671981,0.16986384511961994,0.025054732057099877,0.020760833632695024
Mayank Agarwal,Batsman,10000000,Kings XI Punjab,2018.0,Indian,2018,M,agarwal,MA Agarwal,120.0,94.0,0.0,0.0,0.0,,MA,0.23253593316550344,0.012921838746182246,0.2196140944193212,0.18197646924515493
Mayank Markande,Bowler,2000000,Mumbai Indians,2018.0,Indian,2018,M,markande,M Markande,21.0,25.0,15.0,268.0,368.0,8.238805970149254,M,0.49686969679147264,-0.5244961712301279,1.0213658680216007,0.8463234336645177
Mayank Markande,Bowler,6500000,Mumbai Indians,2022.0,Indian,2022,M,markande,M Markande,0.0,0.0,1.0,42.0,57.0,8.142857142857142,M,-1.603823224692288,-0.13092372106672467,-1.4728995036255634,-1.2204729023946457
Michael Hussey,Batsman,50000000,Mumbai Indians,2014.0,Overseas,2014,M,hussey,MEK Hussey,209.0,187.0,0.0,0.0,0.0,,MEK,0.902124869765852,0.5503398487224915,0.3517850210433605,0.29149584516453136
Michael Hussey,Batsman,15000000,Chennai Super Kings,2015.0,Overseas,2015,M,hussey,MEK Hussey,77.0,73.0,0.0,0.0,0.0,,MEK,-0.09097332833803579,0.14831336260109218,-0.23928669093912797,-0.198277561691086
Mitchell Johnson,All-Rounder,65000000,Kings XI Punjab,2014.0,Overseas,2014,M,johnson,MG Johnson,56.0,51.0,17.0,340.0,444.0,7.835294117647059,MG,1.291768009840173,0.6379476276928342,0.6538203821473387,0.5417681637341345
Mitchell Johnson,Bowler,20000000,Mumbai Indians,2017.0,Overseas,2017,M,johnson,MG Johnson,20.0,17.0,7.0,125.0,141.0,6.768000000000001,MG,-0.24225706162540378,0.24437517752943094,-0.4866322391548347,-0.40323284776602875
Mitchell Johnson,Bowler,20000000,Kolkata Knight Riders,2018.0,Overseas,2018,M,johnson,MG Johnson,16.0,11.0,2.0,133.0,216.0,9.74436090225564,MG,-1.4592701706766795,0.24437517752943094,-1.7036453482061105,-1.4116733542635713
Mitchell Marsh,All-Rounder,48000000,Rising Pune Supergiant,2016.0,Overseas,2016,M,marsh,MR Marsh,7.0,11.0,4.0,55.0,45.0,4.909090909090909,MR,-0.6453737225766819,0.5367087077577803,-1.1820824303344621,-0.9794962732140187
Mitchell Marsh,All-Rounder,65000000,Delhi Capitals,2022.0,Overseas,2022,M,marsh,MR Marsh,251.0,192.0,4.0,76.0,102.0,8.052631578947368,MR,0.7255992651323739,0.6379476276928342,0.08765163743953974,0.07262983528893503
Mitchell McClenaghan,Bowler,3000000,Mumbai Indians,2015.0,Overseas,2015,M,mcclenaghan,MJ McClenaghan,13.0,6.0,18.0,305.0,386.0,7.593442622950819,MJ,1.2830940005204872,-0.3891046473752171,1.6721986478957043,1.3856160126023769
Mitchell Santner,All-Rounder,19000000,Chennai Super Kings,2022.0,Overseas,2022,M,santner,MJ Santner,22.0,30.0,4.0,114.0,130.0,6.842105263157895,MJ,-0.8183064487588978,0.22724749588236737,-1.0455539446412652,-0.8663661399066467
Mitchell Starc,Bowler,50000000,Royal Challengers Bangalore,2014.0,Overseas,2014,M,starc,MA Starc,85.0,84.0,14.0,340.0,402.0,7.094117647058824,MA,1.431678261384458,0.5503398487224915,0.8813384126619666,0.7302939866879674
Moeen Ali,All-Rounder,17000000,Royal Challengers Bangalore,2018.0,Overseas,2018,M,ali,MM Ali,77.0,46.0,3.0,81.0,97.0,7.185185185185185,MM,-0.6331983872759126,0.19010741174647983,-0.8233057990223924,-0.6822070450956206
Moeen Ali,All-Rounder,70000000,Chennai Super Kings,2021.0,Overseas,2021,M,ali,MM Ali,357.0,270.0,6.0,154.0,161.0,6.2727272727272725,MM,2.209607367345043,0.6626935086060026,1.5469138587390403,1.281802622841872
Mohammad Nabi,All-Rounder,3000000,Sunrisers Hyderabad,2017.0,Overseas,2017,M,nabi,Mohammad Nabi,2.0,3.0,2.0,66.0,58.0,5.2727272727272725,Mohammad,-1.2340464118370833,-0.3891046473752171,-0.8449417644618662,-0.7001350228504
Mohammad Nabi,All-Rounder,10000000,Sunrisers Hyderabad,2018.0,Overseas,2018,M,nabi,Mohammad Nabi,18.0,12.0,1.0,30.0,47.0,9.4,Mohammad,-1.5148660360426782,0.012921838746182246,-1.5277878747888605,-1.2659544641009857
